reference_number,reference,URL,status,description,candidate_replacement_url,cosine_similarity,jaccard_index,levenshtein_distance,euclidean_distance
2,European Candle Association FAQ Archived 2012-01-13 at the Wayback Machine.,http://www.eca-candles.com/design.php?rubrik=29&topnav=6&sprach_id=en&SID=ksqhyfiz,404,Not Found,https://www.merriam-webster.com/dictionary/none,0.1658265286037592,0.00411522633744856,6681,76.09862022402245
2,European Candle Association FAQ Archived 2012-01-13 at the Wayback Machine.,http://www.eca-candles.com/design.php?rubrik=29&topnav=6&sprach_id=en&SID=ksqhyfiz,404,Not Found,https://docs.python.org/3/library/constants.html,0.183526496271503,0.006289308176100629,4323,63.94528911499267
2,European Candle Association FAQ Archived 2012-01-13 at the Wayback Machine.,http://www.eca-candles.com/design.php?rubrik=29&topnav=6&sprach_id=en&SID=ksqhyfiz,404,Not Found,https://stackoverflow.com/questions/19473185/what-is-a-none-value,0.15052323286100452,0.0013315579227696406,26609,275.66465134289524
2,European Candle Association FAQ Archived 2012-01-13 at the Wayback Machine.,http://www.eca-candles.com/design.php?rubrik=29&topnav=6&sprach_id=en&SID=ksqhyfiz,404,Not Found,https://www.dictionary.com/browse/none,0.1533343011268483,0.0045351473922902496,4927,72.97259759663213
2,European Candle Association FAQ Archived 2012-01-13 at the Wayback Machine.,http://www.eca-candles.com/design.php?rubrik=29&topnav=6&sprach_id=en&SID=ksqhyfiz,404,Not Found,http://universalis.com/none.htm,0.21715607670720138,0.002890173410404624,9437,198.67813166023078
2,European Candle Association FAQ Archived 2012-01-13 at the Wayback Machine.,http://www.eca-candles.com/design.php?rubrik=29&topnav=6&sprach_id=en&SID=ksqhyfiz,404,Not Found,https://live.paloaltonetworks.com/t5/general-topics/why-custom-url-category-action-should-be-none-as-best-practice/td-p/246610,0.12614897315153784,0.0035087719298245615,10390,132.33291351738615
2,European Candle Association FAQ Archived 2012-01-13 at the Wayback Machine.,http://www.eca-candles.com/design.php?rubrik=29&topnav=6&sprach_id=en&SID=ksqhyfiz,404,Not Found,https://groups.google.com/g/otree/c/SPqGBocBVlc/m/VkNXXdd3AgAJ,0.09309902036592325,0.006622516556291391,4798,83.46855695410099
2,European Candle Association FAQ Archived 2012-01-13 at the Wayback Machine.,http://www.eca-candles.com/design.php?rubrik=29&topnav=6&sprach_id=en&SID=ksqhyfiz,404,Not Found,https://reference.wolfram.com/language/ref/None.html,0.022375900564210616,0.005681818181818182,6529,64.52131430775415
2,European Candle Association FAQ Archived 2012-01-13 at the Wayback Machine.,http://www.eca-candles.com/design.php?rubrik=29&topnav=6&sprach_id=en&SID=ksqhyfiz,404,Not Found,https://discuss.python.org/t/clarification-for-pep-604-is-foo-int-none-to-replace-all-use-of-foo-optional-int/26945,0.1485051932291013,0.0016778523489932886,23628,343.56804275135954
2,European Candle Association FAQ Archived 2012-01-13 at the Wayback Machine.,https://web.archive.org/web/20120113154928/http://www.eca-candles.com/design.php?rubrik=29&topnav=6&sprach_id=en&SID=ksqhyfiz,ERR,Error,https://www.merriam-webster.com/dictionary/none,0.1658265286037592,0.00411522633744856,6681,76.09862022402245
