reference_number,reference,URL,status,description,candidate_replacement_url,cosine_similarity,jaccard_index,levenshtein_distance,euclidean_distance
1,"""Hair Brush 101 – What You Need to Know"". Mandy McCullough. August 27, 2013. Archived from the original on September 9, 2013. Retrieved October 5, 2016.",https://web.archive.org/web/20130909065951/https://mandymccullough.com/2013/08/27/hair-brush-101-what-you-need-to-know/,ERR,Error,https://www.youtube.com/watch?v=GGdcCv8CP5Q,0.13764944032233706,0.045454545454545456,167,6.164414002968976
1,"""Hair Brush 101 – What You Need to Know"". Mandy McCullough. August 27, 2013. Archived from the original on September 9, 2013. Retrieved October 5, 2016.",https://web.archive.org/web/20130909065951/https://mandymccullough.com/2013/08/27/hair-brush-101-what-you-need-to-know/,ERR,Error,https://www.youtube.com/playlist?list=PLqHi8Fj5enIaoWHaCXyQ2C_4_mDEZWfgx,0.0,0.0,148,6.244997998398398
1,"""Hair Brush 101 – What You Need to Know"". Mandy McCullough. August 27, 2013. Archived from the original on September 9, 2013. Retrieved October 5, 2016.",https://web.archive.org/web/20130909065951/https://mandymccullough.com/2013/08/27/hair-brush-101-what-you-need-to-know/,ERR,Error,https://www.youtube.com/watch?v=4ViqD4-f0xI,0.09701425001453319,0.023255813953488372,160,6.164414002968976
1,"""Hair Brush 101 – What You Need to Know"". Mandy McCullough. August 27, 2013. Archived from the original on September 9, 2013. Retrieved October 5, 2016.",https://web.archive.org/web/20130909065951/https://mandymccullough.com/2013/08/27/hair-brush-101-what-you-need-to-know/,ERR,Error,https://www.tiktok.com/@samvillahair/video/7112827064264215854,0.0,0.0,138,5.385164807134504
1,"""Hair Brush 101 – What You Need to Know"". Mandy McCullough. August 27, 2013. Archived from the original on September 9, 2013. Retrieved October 5, 2016.",https://web.archive.org/web/20130909065951/https://mandymccullough.com/2013/08/27/hair-brush-101-what-you-need-to-know/,ERR,Error,https://www.fixsalonseattle.com/learn,0.3226567227189574,0.020202020202020204,2717,48.2078831727758
1,"""Hair Brush 101 – What You Need to Know"". Mandy McCullough. August 27, 2013. Archived from the original on September 9, 2013. Retrieved October 5, 2016.",https://web.archive.org/web/20130909065951/https://mandymccullough.com/2013/08/27/hair-brush-101-what-you-need-to-know/,ERR,Error,https://pros.samvilla.com/blogs/hair-tutorials/texturizing-hair,0.19068687354104125,0.005076142131979695,23725,314.7856413497922
1,"""Hair Brush 101 – What You Need to Know"". Mandy McCullough. August 27, 2013. Archived from the original on September 9, 2013. Retrieved October 5, 2016.",https://web.archive.org/web/20130909065951/https://mandymccullough.com/2013/08/27/hair-brush-101-what-you-need-to-know/,ERR,Error,https://www.instagram.com/thedavidstanko/,0.0,0.0,130,5.477225575051661
1,"""Hair Brush 101 – What You Need to Know"". Mandy McCullough. August 27, 2013. Archived from the original on September 9, 2013. Retrieved October 5, 2016.",https://web.archive.org/web/20130909065951/https://mandymccullough.com/2013/08/27/hair-brush-101-what-you-need-to-know/,ERR,Error,https://www.instagram.com/jenniegarth/?hl=en,0.0,0.0,132,5.656854249492381
1,"""Hair Brush 101 – What You Need to Know"". Mandy McCullough. August 27, 2013. Archived from the original on September 9, 2013. Retrieved October 5, 2016.",https://web.archive.org/web/20130909065951/https://mandymccullough.com/2013/08/27/hair-brush-101-what-you-need-to-know/,ERR,Error,https://www.facebook.com/groups/WacoRocks/,0.0,0.0,142,5.291502622129181
1,"""Hair Brush 101 – What You Need to Know"". Mandy McCullough. August 27, 2013. Archived from the original on September 9, 2013. Retrieved October 5, 2016.",https://mandymccullough.com/2013/08/27/hair-brush-101-what-you-need-to-know/,ERR,Error,https://www.youtube.com/watch?v=GGdcCv8CP5Q,0.048982646036492564,0.0063371356147021544,10845,182.49931506720785
1,"""Hair Brush 101 – What You Need to Know"". Mandy McCullough. August 27, 2013. Archived from the original on September 9, 2013. Retrieved October 5, 2016.",https://mandymccullough.com/2013/08/27/hair-brush-101-what-you-need-to-know/,ERR,Error,https://www.youtube.com/playlist?list=PLqHi8Fj5enIaoWHaCXyQ2C_4_mDEZWfgx,0.016094708032157835,0.0012690355329949238,10877,182.6389881706532
1,"""Hair Brush 101 – What You Need to Know"". Mandy McCullough. August 27, 2013. Archived from the original on September 9, 2013. Retrieved October 5, 2016.",https://mandymccullough.com/2013/08/27/hair-brush-101-what-you-need-to-know/,ERR,Error,https://www.youtube.com/watch?v=4ViqD4-f0xI,0.05045608752358696,0.0063532401524777635,10859,182.49931506720785
1,"""Hair Brush 101 – What You Need to Know"". Mandy McCullough. August 27, 2013. Archived from the original on September 9, 2013. Retrieved October 5, 2016.",https://mandymccullough.com/2013/08/27/hair-brush-101-what-you-need-to-know/,ERR,Error,https://www.tiktok.com/@samvillahair/video/7112827064264215854,0.06843282181419687,0.001287001287001287,11014,182.53492816444748
1,"""Hair Brush 101 – What You Need to Know"". Mandy McCullough. August 27, 2013. Archived from the original on September 9, 2013. Retrieved October 5, 2016.",https://mandymccullough.com/2013/08/27/hair-brush-101-what-you-need-to-know/,ERR,Error,https://www.fixsalonseattle.com/learn,0.7091091560668247,0.10515247108307045,9088,151.58495967608397
1,"""Hair Brush 101 – What You Need to Know"". Mandy McCullough. August 27, 2013. Archived from the original on September 9, 2013. Retrieved October 5, 2016.",https://mandymccullough.com/2013/08/27/hair-brush-101-what-you-need-to-know/,ERR,Error,https://pros.samvilla.com/blogs/hair-tutorials/texturizing-hair,0.48603870065784954,0.09378531073446328,19122,277.4454901417574
1,"""Hair Brush 101 – What You Need to Know"". Mandy McCullough. August 27, 2013. Archived from the original on September 9, 2013. Retrieved October 5, 2016.",https://mandymccullough.com/2013/08/27/hair-brush-101-what-you-need-to-know/,ERR,Error,https://www.instagram.com/thedavidstanko/,0.12241635317493973,0.001282051282051282,10991,182.40065789355037
1,"""Hair Brush 101 – What You Need to Know"". Mandy McCullough. August 27, 2013. Archived from the original on September 9, 2013. Retrieved October 5, 2016.",https://mandymccullough.com/2013/08/27/hair-brush-101-what-you-need-to-know/,ERR,Error,https://www.instagram.com/jenniegarth/?hl=en,0.10346070173414906,0.001282051282051282,10988,182.40614024752566
1,"""Hair Brush 101 – What You Need to Know"". Mandy McCullough. August 27, 2013. Archived from the original on September 9, 2013. Retrieved October 5, 2016.",https://mandymccullough.com/2013/08/27/hair-brush-101-what-you-need-to-know/,ERR,Error,https://www.facebook.com/groups/WacoRocks/,0.003160776647666581,0.0,11022,182.6636252788168
